RANK_BALANCED,LGA_CODE,LGA_NAME,STATE,SCORE_BALANCED,OPPORTUNITY_TIER,STRATEGIC_SEGMENT,SCORE_MARKET_SIZE,SCORE_YOUTH_INTENSITY,SCORE_GROWTH_MOMENTUM,AGE_5_14_2024,AGE_5_14_SHARE_TOTAL_PCT,AGE_5_14_CHANGE_5Y,AGE_5_14_GROWTH_5Y_PCT,TOTAL_POP_2025,ROBUSTNESS_LABEL,SUGGESTED_RESPONSE
102,40700,Burnside,South Australia,62.671232876712324,Tier 4 — Moderate,Mixed / Moderate Opportunity,63.287671232876704,61.64383561643836,63.082191780821915,5957.0,12.429060257052244,33.0,0.5570560432140446,48257.0,,Selective investigation; prioritise based on local context and strategic fit.
103,37340,Whitsunday,Queensland,62.42009132420091,Tier 4 — Moderate,Rapid Growth Market,56.43835616438356,46.3013698630137,84.52054794520548,4756.0,11.703043874111076,350.0,7.9437131184748075,41374.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
104,44060,Marion,South Australia,62.00913242009132,Tier 4 — Moderate,Large Growth Market,76.43835616438356,24.383561643835616,85.20547945205479,10806.0,10.805027547520723,687.0,6.7892084198043285,101229.0,,Scale acquisition around large and growing junior markets; test club/program capacity.
105,42030,Gawler,South Australia,61.68949771689497,Tier 4 — Moderate,Rapid Growth Market,45.20547945205479,54.52054794520548,85.34246575342465,3284.0,12.069979417818288,281.0,9.357309357309356,27564.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
106,56230,Murray,Western Australia,61.36986301369862,Tier 4 — Moderate,Rapid Growth Market,39.45205479452055,61.09589041095891,83.56164383561644,2561.0,12.412155285222703,212.0,9.025117071094083,21447.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
107,11570,Canterbury-Bankstown,New South Wales,61.23287671232876,Tier 4 — Moderate,Large Established / Slower-Growth Market,97.80821917808218,65.75342465753424,20.136986301369863,48402.0,12.550595739715547,-1165.0,-2.350354066213408,389687.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
108,17150,Sutherland,New South Wales,60.68493150684932,Tier 4 — Moderate,Large Established / Slower-Growth Market,93.69863013698631,57.534246575342465,30.82191780821918,29124.0,12.195367066981559,-269.0,-0.9151838873201102,241327.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
109,70420,Barkly,Northern Territory,60.68493150684932,Tier 4 — Moderate,Young High-Intensity Market,18.904109589041095,99.72602739726028,63.42465753424658,1216.0,16.481431282190297,16.0,1.3333333333333335,7448.0,,Targeted junior engagement; validate demand and accessibility before scaling.
110,24970,Monash,Victoria,60.68493150684931,Tier 4 — Moderate,Mixed / Moderate Opportunity,90.41095890410958,20.54794520547945,71.0958904109589,22089.0,10.589267394701771,197.0,0.89987209939704,211833.0,,Selective investigation; prioritise based on local context and strategic fit.
111,11650,Central Coast (NSW),New South Wales,59.81735159817351,Tier 4 — Moderate,Large Established / Slower-Growth Market,97.26027397260275,54.794520547945204,27.397260273972602,42896.0,12.071342942530547,-515.0,-1.1863352606482227,357816.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
112,32080,Cairns,Queensland,59.63470319634703,Tier 4 — Moderate,Large Established / Slower-Growth Market,90.68493150684932,69.04109589041096,19.178082191780824,22612.0,12.733917881659936,-684.0,-2.9361263736263736,179334.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
113,27450,Yarra Ranges,Victoria,59.497716894977174,Tier 4 — Moderate,Large Established / Slower-Growth Market,88.76712328767124,63.83561643835617,25.89041095890411,19987.0,12.509153267951358,-361.0,-1.7741301356398662,160906.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
114,40150,Adelaide Plains,South Australia,59.497716894977174,Tier 4 — Moderate,Rapid Growth Market,24.10958904109589,67.94520547945206,86.43835616438356,1428.0,12.629344653754313,180.0,14.423076923076922,11736.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
115,56580,Nedlands,Western Australia,59.04109589041096,Tier 4 — Moderate,Mixed / Moderate Opportunity,45.75342465753425,73.42465753424658,57.945205479452056,3306.0,13.072360616844602,7.0,0.2121855107608366,25711.0,,Selective investigation; prioritise based on local context and strategic fit.
116,44340,Mitcham,South Australia,58.99543378995433,Tier 4 — Moderate,Mixed / Moderate Opportunity,70.95890410958904,53.97260273972603,52.054794520547944,8487.0,12.023801090883332,-28.0,-0.3288314738696418,71267.0,,Selective investigation; prioritise based on local context and strategic fit.
117,40910,Campbelltown (SA),South Australia,58.58447488584474,Tier 4 — Moderate,Rapid Growth Market,65.47945205479452,27.123287671232877,83.15068493150685,6407.0,11.028108163932734,363.0,6.0059563203176705,58826.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
118,23110,Hobsons Bay,Victoria,58.196347031963455,Tier 4 — Moderate,Large Established / Slower-Growth Market,76.71232876712328,53.6986301369863,44.17808219178082,11459.0,12.021106961520708,-70.0,-0.607164541590771,97031.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
119,56730,Northam,Western Australia,58.10502283105022,Tier 4 — Moderate,Rapid Growth Market,26.84931506849315,70.41095890410959,77.05479452054794,1596.0,12.817218117571475,89.0,5.90577305905773,12758.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
120,22670,Greater Dandenong,Victoria,57.671232876712324,Tier 4 — Moderate,Large Established / Slower-Growth Market,86.02739726027397,30.41095890410959,56.57534246575342,18578.0,11.141429830821544,0.0,0.0,168684.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
121,16380,Port Macquarie-Hastings,New South Wales,57.465753424657535,Tier 4 — Moderate,Mixed / Moderate Opportunity,75.34246575342466,30.684931506849317,66.36986301369863,10148.0,11.143810946147765,79.0,0.7845863541563214,92432.0,,Selective investigation; prioritise based on local context and strategic fit.
122,35300,Mount Isa,Queensland,57.30593607305936,Tier 4 — Moderate,Young High-Intensity Market,41.917808219178085,95.06849315068493,34.93150684931507,2836.0,15.145527369826436,-77.0,-2.6433230346721595,18585.0,,Targeted junior engagement; validate demand and accessibility before scaling.
123,12700,Dungog,New South Wales,57.1917808219178,Tier 4 — Moderate,Rapid Growth Market,20.273972602739725,73.97260273972603,77.32876712328766,1299.0,13.106649177681366,83.0,6.825657894736842,10102.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
124,41060,Charles Sturt,South Australia,57.07762557077625,Tier 4 — Moderate,Large Growth Market,78.9041095890411,12.32876712328767,80.0,12665.0,9.784380528580588,433.0,3.539895356442119,130841.0,,Scale acquisition around large and growing junior markets; test club/program capacity.
125,33620,Gympie,Queensland,56.986301369863014,Tier 4 — Moderate,Mixed / Moderate Opportunity,66.57534246575342,43.83561643835616,60.54794520547945,6669.0,11.635291449308232,22.0,0.33097638032194976,58487.0,,Selective investigation; prioritise based on local context and strategic fit.
126,18200,Wentworth,New South Wales,56.80365296803653,Tier 4 — Moderate,Rapid Growth Market,12.876712328767123,74.79452054794521,82.73972602739727,1037.0,13.123259934193875,102.0,10.909090909090908,7982.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
127,37310,Western Downs,Queensland,56.757990867579906,Tier 4 — Moderate,Young High-Intensity Market,57.534246575342465,86.84931506849315,25.89041095890411,4970.0,14.104492436927094,-159.0,-3.1000194969779686,35452.0,,Targeted junior engagement; validate demand and accessibility before scaling.
128,61410,Clarence,Tasmania,56.71232876712328,Tier 4 — Moderate,Mixed / Moderate Opportunity,67.12328767123287,38.082191780821915,64.93150684931507,7274.0,11.392325763508222,53.0,0.7339703642154827,64119.0,,Selective investigation; prioritise based on local context and strategic fit.
129,10850,Blayney,New South Wales,56.5296803652968,Tier 4 — Moderate,Young High-Intensity Market,15.890410958904111,88.76712328767124,64.93150684931507,1108.0,14.263645726055612,20.0,1.8382352941176472,7831.0,,Targeted junior engagement; validate demand and accessibility before scaling.
130,40120,Adelaide Hills,South Australia,56.41552511415525,Tier 4 — Moderate,Mixed / Moderate Opportunity,59.726027397260275,66.84931506849315,42.671232876712324,5348.0,12.598944591029024,-66.0,-1.2190616919098634,42875.0,,Selective investigation; prioritise based on local context and strategic fit.
131,16700,Ryde,New South Wales,56.347031963470315,Tier 4 — Moderate,Large Growth Market,80.27397260273973,12.602739726027398,76.16438356164383,13763.0,9.885366239064544,298.0,2.213145191236539,141693.0,,Scale acquisition around large and growing junior markets; test club/program capacity.
132,43650,Light,South Australia,56.141552511415526,Tier 4 — Moderate,Young High-Intensity Market,36.43835616438356,83.56164383561644,48.42465753424658,2364.0,13.862663460974609,-31.0,-1.2943632567849688,17317.0,,Targeted junior engagement; validate demand and accessibility before scaling.
133,11730,Clarence Valley,New South Wales,55.93607305936072,Tier 4 — Moderate,Mixed / Moderate Opportunity,64.65753424657534,30.958904109589042,72.1917808219178,6267.0,11.148071723352782,119.0,1.9355888093689007,56874.0,,Selective investigation; prioritise based on local context and strategic fit.
134,34860,Maranoa,Queensland,55.84474885844749,Tier 4 — Moderate,Young High-Intensity Market,30.136986301369863,81.91780821917808,55.47945205479452,1839.0,13.789742051589682,-4.0,-0.2170374389582203,13370.0,,Targeted junior engagement; validate demand and accessibility before scaling.
135,51400,Capel,Western Australia,55.821917808219176,Tier 4 — Moderate,Young High-Intensity Market,43.013698630136986,94.52054794520548,29.93150684931507,2970.0,15.035690781147167,-100.0,-3.257328990228013,20171.0,,Targeted junior engagement; validate demand and accessibility before scaling.
136,52800,Derby-West Kimberley,Western Australia,55.82191780821917,Tier 4 — Moderate,Young High-Intensity Market,20.82191780821918,97.26027397260275,49.38356164383562,1320.0,15.402567094515755,-19.0,-1.4189693801344287,8683.0,,Targeted junior engagement; validate demand and accessibility before scaling.
137,22170,Frankston,Victoria,55.662100456621005,Tier 4 — Moderate,Large Established / Slower-Growth Market,85.2054794520548,53.42465753424658,28.356164383561644,17326.0,12.007678926613579,-282.0,-1.6015447523852793,145369.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
138,71000,Darwin,Northern Territory,55.502283105022826,Tier 4 — Moderate,Large Established / Slower-Growth Market,75.61643835616438,39.45205479452055,51.43835616438356,10166.0,11.454260701046726,-33.0,-0.32356113344445536,90035.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
139,70200,Alice Springs,Northern Territory,55.4337899543379,Tier 4 — Moderate,Mixed / Moderate Opportunity,50.68493150684932,61.369863013698634,54.24657534246575,3788.0,12.424968019155706,-11.0,-0.2895498815477757,30875.0,,Selective investigation; prioritise based on local context and strategic fit.
140,56090,Mundaring,Western Australia,55.38812785388127,Tier 4 — Moderate,Mixed / Moderate Opportunity,56.986301369863014,42.465753424657535,66.7123287671233,4916.0,11.585049724277702,61.0,1.2564366632337796,43577.0,,Selective investigation; prioritise based on local context and strategic fit.
141,74660,West Arnhem,Northern Territory,55.34246575342465,Tier 4 — Moderate,Young High-Intensity Market,18.63013698630137,98.35616438356163,49.04109589041096,1202.0,15.954340323865146,-19.0,-1.556101556101556,7608.0,,Targeted junior engagement; validate demand and accessibility before scaling.
142,15650,Muswellbrook,New South Wales,54.68036529680366,Tier 4 — Moderate,Young High-Intensity Market,37.534246575342465,89.31506849315069,37.19178082191781,2420.0,14.362017804154304,-65.0,-2.61569416498994,16859.0,,Targeted junior engagement; validate demand and accessibility before scaling.
143,13910,Hilltops,New South Wales,54.68036529680364,Tier 4 — Moderate,Young High-Intensity Market,39.726027397260275,76.16438356164383,48.150684931506845,2563.0,13.216108905275098,-33.0,-1.2711864406779663,19347.0,,Targeted junior engagement; validate demand and accessibility before scaling.
144,13340,Greater Hume,New South Wales,54.38356164383562,Tier 4 — Moderate,Young High-Intensity Market,27.397260273972602,83.83561643835617,51.917808219178085,1617.0,13.867924528301886,-14.0,-0.8583690987124464,11742.0,,Targeted junior engagement; validate demand and accessibility before scaling.
145,24250,Mansfield,Victoria,54.26940639269406,Tier 4 — Moderate,Rapid Growth Market,21.643835616438356,64.93150684931507,76.23287671232876,1351.0,12.544103992571959,79.0,6.210691823899371,10979.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
146,20740,Bass Coast,Victoria,54.24657534246575,Tier 4 — Moderate,Rapid Growth Market,55.61643835616439,18.356164383561644,88.76712328767124,4548.0,10.462869237139966,447.0,10.899780541331383,44377.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
147,10470,Bathurst,New South Wales,53.42465753424658,Tier 4 — Moderate,Mixed / Moderate Opportunity,61.917808219178085,66.57534246575342,31.78082191780822,5668.0,12.595835463010289,-127.0,-2.1915444348576356,45359.0,,Selective investigation; prioritise based on local context and strategic fit.
148,50420,Bayswater,Western Australia,53.33333333333333,Tier 4 — Moderate,Rapid Growth Market,67.53424657534246,12.054794520547945,80.41095890410959,7437.0,9.750757168517524,328.0,4.613869742579828,77383.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
149,11350,Byron,New South Wales,53.242009132420094,Tier 4 — Moderate,Rapid Growth Market,53.15068493150685,27.945205479452056,78.63013698630138,4209.0,11.051014781946595,194.0,4.831880448318804,38784.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
150,26810,Wellington,Victoria,53.12785388127854,Tier 4 — Moderate,Mixed / Moderate Opportunity,60.82191780821918,43.56164383561644,55.0,5379.0,11.623484668409793,-8.0,-0.1485056617783553,46551.0,,Selective investigation; prioritise based on local context and strategic fit.
151,10250,Ballina,New South Wales,52.92237442922374,Tier 4 — Moderate,Mixed / Moderate Opportunity,60.0,29.589041095890412,69.17808219178082,5356.0,11.127038537446763,85.0,1.6125972301271108,48603.0,,Selective investigation; prioritise based on local context and strategic fit.
152,60610,Burnie,Tasmania,52.71689497716895,Tier 4 — Moderate,Mixed / Moderate Opportunity,38.082191780821915,60.54794520547945,59.52054794520548,2523.0,12.379176684166627,12.0,0.4778972520908005,20420.0,,Selective investigation; prioritise based on local context and strategic fit.
153,53430,Fremantle,Western Australia,52.602739726027394,Tier 4 — Moderate,Rapid Growth Market,50.136986301369866,14.246575342465754,93.42465753424658,3726.0,10.186172393996555,782.0,26.5625,37542.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
154,51680,Chittering,Western Australia,52.397260273972606,Tier 4 — Moderate,Young High-Intensity Market,9.04109589041096,75.34246575342466,72.8082191780822,891.0,13.145470640306876,40.0,4.700352526439483,7039.0,,Targeted junior engagement; validate demand and accessibility before scaling.
155,13800,Hawkesbury,New South Wales,52.32876712328766,Tier 4 — Moderate,Mixed / Moderate Opportunity,71.23287671232876,66.02739726027397,19.726027397260275,8620.0,12.55845801949329,-336.0,-3.7516748548459136,69299.0,,Selective investigation; prioritise based on local context and strategic fit.
156,18450,Wollongong,New South Wales,52.28310502283105,Tier 4 — Moderate,Large Established / Slower-Growth Market,92.32876712328768,38.9041095890411,25.616438356164384,25430.0,11.444438443952404,-450.0,-1.7387944358578051,224327.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
157,15990,Northern Beaches,New South Wales,52.23744292237443,Tier 4 — Moderate,Large Established / Slower-Growth Market,95.06849315068493,55.89041095890411,5.7534246575342465,32915.0,12.135009585606843,-2896.0,-8.086900672977576,272656.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
158,64010,Launceston,Tasmania,52.00913242009132,Tier 4 — Moderate,Mixed / Moderate Opportunity,70.13698630136986,41.917808219178085,43.97260273972603,8267.0,11.5569038066347,-67.0,-0.8039356851451884,71341.0,,Selective investigation; prioritise based on local context and strategic fit.
159,33610,Goondiwindi,Queensland,51.894977168949765,Tier 4 — Moderate,Young High-Intensity Market,24.65753424657534,88.21917808219179,42.80821917808219,1487.0,14.220139619393708,-36.0,-2.3637557452396587,10438.0,,Targeted junior engagement; validate demand and accessibility before scaling.
160,17080,Snowy Valleys,New South Wales,51.735159817351594,Tier 4 — Moderate,Mixed / Moderate Opportunity,30.958904109589042,67.67123287671232,56.57534246575342,1900.0,12.625423616187122,0.0,0.0,15058.0,,Selective investigation; prioritise based on local context and strategic fit.
161,50490,Belmont,Western Australia,51.64383561643836,Tier 4 — Moderate,Rapid Growth Market,56.16438356164384,10.95890410958904,87.8082191780822,4612.0,9.682159801822229,418.0,9.966618979494516,48221.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
162,18250,Willoughby,New South Wales,51.59817351598173,Tier 4 — Moderate,Mixed / Moderate Opportunity,74.52054794520548,66.3013698630137,13.972602739726026,10038.0,12.592992184265658,-556.0,-5.24825372852558,80520.0,,Selective investigation; prioritise based on local context and strategic fit.
163,15520,Murray River,New South Wales,51.32420091324201,Tier 4 — Moderate,Rapid Growth Market,27.123287671232877,47.12328767123288,79.72602739726028,1605.0,11.736745886654479,111.0,7.429718875502007,14030.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
164,64810,Sorell,Tasmania,51.141552511415526,Tier 4 — Moderate,Rapid Growth Market,33.97260273972603,43.013698630136986,76.43835616438356,2074.0,11.609941782355575,101.0,5.119107957425241,18108.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
165,48130,Wakefield,South Australia,51.14155251141552,Tier 4 — Moderate,Young High-Intensity Market,10.684931506849315,78.63013698630137,64.10958904109589,946.0,13.522012578616351,16.0,1.7204301075268817,6993.0,,Targeted junior engagement; validate demand and accessibility before scaling.
166,25710,Nillumbik,Victoria,50.6392694063927,Tier 4 — Moderate,Mixed / Moderate Opportunity,69.86301369863014,71.78082191780823,10.273972602739727,8218.0,12.936028208034253,-624.0,-7.057226871748473,63797.0,,Selective investigation; prioritise based on local context and strategic fit.
167,40310,Barossa,South Australia,50.47945205479452,Tier 4 — Moderate,Mixed / Moderate Opportunity,45.47945205479452,60.0,45.95890410958904,3289.0,12.35026848409748,-47.0,-1.408872901678657,26817.0,,Selective investigation; prioritise based on local context and strategic fit.
168,23430,Kingston (Vic.),Victoria,50.182648401826484,Tier 4 — Moderate,Large Established / Slower-Growth Market,86.84931506849315,37.80821917808219,25.89041095890411,18918.0,11.391513268421338,-354.0,-1.8368617683686177,168061.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
169,13310,Goulburn Mulwaree,New South Wales,49.977168949771695,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,51.78082191780822,49.04109589041096,49.109589041095894,3940.0,11.830055547215133,-35.0,-0.8805031446540881,33746.0,,Selective investigation; prioritise based on local context and strategic fit.
170,23670,Knox,Victoria,49.90867579908676,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,86.57534246575342,39.726027397260275,23.424657534246577,18749.0,11.505559783008911,-443.0,-2.308253438932889,163820.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
171,17640,Upper Lachlan,New South Wales,49.90867579908675,Tier 5 — Lower Relative,Rapid Growth Market,14.246575342465754,52.054794520547944,83.42465753424658,1068.0,11.979809310151431,110.0,11.482254697286013,9005.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
172,14700,Lane Cove,New South Wales,49.885844748858446,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,56.71232876712329,31.506849315068493,61.43835616438356,4763.0,11.182326149222895,24.0,0.5064359569529436,43094.0,,Selective investigation; prioritise based on local context and strategic fit.
173,16950,Shoalhaven,New South Wales,49.817351598173516,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,77.53424657534246,22.19178082191781,49.726027397260275,11881.0,10.705436065632856,-46.0,-0.38567955059948017,111755.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
174,52730,Denmark,Western Australia,49.61187214611872,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,8.21917808219178,69.86301369863014,70.75342465753425,862.0,12.800712800712802,33.0,3.9806996381182147,6858.0,,Selective investigation; prioritise based on local context and strategic fit.
175,46510,Prospect,South Australia,49.17808219178082,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,40.821917808219176,36.986301369863014,69.72602739726027,2658.0,11.387199040356439,60.0,2.3094688221709005,23459.0,,Selective investigation; prioritise based on local context and strategic fit.
176,63010,Huon Valley,Tasmania,48.99543378995433,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,36.16438356164384,40.273972602739725,70.54794520547945,2272.0,11.525974025974026,67.0,3.0385487528344672,19893.0,,Selective investigation; prioritise based on local context and strategic fit.
177,53290,Esperance,Western Australia,48.881278538812786,Tier 5 — Lower Relative,Young High-Intensity Market,31.780821917808222,76.43835616438356,38.42465753424658,1936.0,13.243945820221645,-56.0,-2.8112449799196786,14663.0,,Targeted junior engagement; validate demand and accessibility before scaling.
178,10900,Blue Mountains,New South Wales,48.72146118721461,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,74.24657534246575,56.43835616438356,15.479452054794521,9595.0,12.169137697058861,-500.0,-4.952947003467063,79236.0,,Selective investigation; prioritise based on local context and strategic fit.
179,11400,Cabonne,New South Wales,48.6986301369863,Tier 5 — Lower Relative,Young High-Intensity Market,32.054794520547944,87.3972602739726,26.64383561643836,1969.0,14.148164115829562,-100.0,-4.833252779120348,13915.0,,Targeted junior engagement; validate demand and accessibility before scaling.
180,14220,Inverell,New South Wales,48.698630136986296,Tier 5 — Lower Relative,Young High-Intensity Market,36.71232876712329,75.61643835616438,33.76712328767123,2388.0,13.1715388858246,-74.0,-3.0056864337936635,18152.0,,Targeted junior engagement; validate demand and accessibility before scaling.
181,20910,Bayside (Vic.),Victoria,48.630136986301366,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,79.17808219178082,58.63013698630137,8.082191780821917,12984.0,12.268385097275896,-1046.0,-7.455452601568069,107164.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
182,24780,Mildura,Victoria,48.53881278538813,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,66.84931506849315,59.45205479452055,19.315068493150687,7047.0,12.334161795078238,-305.0,-4.148531011969532,57309.0,,Selective investigation; prioritise based on local context and strategic fit.
183,18710,Yass Valley,New South Wales,48.2648401826484,Tier 5 — Lower Relative,Young High-Intensity Market,36.986301369863014,79.72602739726027,28.08219178082192,2391.0,13.620051267445172,-103.0,-4.1299117882919,17663.0,,Targeted junior engagement; validate demand and accessibility before scaling.
184,48410,West Torrens,South Australia,48.219178082191775,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,63.83561643835617,7.397260273972603,73.42465753424656,6125.0,9.289592622925955,132.0,2.2025696646087103,66547.0,,Selective investigation; prioritise based on local context and strategic fit.
185,22310,Glen Eira,Victoria,47.67123287671233,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,85.75342465753425,41.0958904109589,16.164383561643834,18527.0,11.540857388465994,-743.0,-3.8557343020238712,163025.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
186,63610,Kingborough,Tasmania,47.602739726027394,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,58.082191780821915,59.178082191780824,25.54794520547945,5097.0,12.288145808722486,-164.0,-3.117278084014446,41628.0,,Selective investigation; prioritise based on local context and strategic fit.
187,18350,Wingecarribee,New South Wales,47.48858447488585,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,64.38356164383562,42.19178082191781,35.89041095890411,6194.0,11.575406466081105,-106.0,-1.6825396825396828,53840.0,,Selective investigation; prioritise based on local context and strategic fit.
188,12850,Fairfield,New South Wales,47.44292237442923,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,91.78082191780823,48.21917808219178,2.3287671232876708,25099.0,11.81229468849126,-2863.0,-10.238895644088405,213677.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
189,58570,Vincent,Western Australia,47.21461187214612,Tier 5 — Lower Relative,Rapid Growth Market,49.86301369863014,3.5616438356164384,88.21917808219177,3677.0,8.816265854652697,368.0,11.121184647929889,42392.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
190,23190,Horsham,Victoria,46.94063926940639,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,38.35616438356164,63.013698630136986,39.45205479452055,2531.0,12.488281442739428,-60.0,-2.3157082207641837,20252.0,,Selective investigation; prioritise based on local context and strategic fit.
191,32260,Cassowary Coast,Queensland,46.87214611872145,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,49.31506849315068,50.68493150684932,40.61643835616438,3625.0,11.938086612876667,-65.0,-1.7615176151761516,30666.0,,Selective investigation; prioritise based on local context and strategic fit.
192,50080,Albany,Western Australia,46.66666666666667,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,57.26027397260274,50.41095890410959,32.328767123287676,4964.0,11.900081507407585,-115.0,-2.2642252411892105,42308.0,,Selective investigation; prioritise based on local context and strategic fit.
193,58510,Victoria Park,Western Australia,46.62100456621005,Tier 5 — Lower Relative,Rapid Growth Market,47.397260273972606,2.73972602739726,89.72602739726028,3461.0,8.13128465369796,410.0,13.438216978039987,43333.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
194,11250,Broken Hill,New South Wales,46.278538812785385,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,33.42465753424658,44.109589041095894,61.301369863013704,2056.0,11.682481959202228,15.0,0.7349338559529642,17515.0,,Selective investigation; prioritise based on local context and strategic fit.
195,16200,Parkes,New South Wales,46.16438356164384,Tier 5 — Lower Relative,Young High-Intensity Market,32.32876712328767,85.47945205479452,20.684931506849317,1996.0,14.022762399887592,-132.0,-6.203007518796992,14175.0,,Targeted junior engagement; validate demand and accessibility before scaling.
196,31820,Bundaberg,Queensland,46.02739726027397,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,77.8082191780822,32.602739726027394,27.67123287671233,11896.0,11.233769299778082,-229.0,-1.8886597938144332,107297.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
197,15900,Newcastle,New South Wales,45.63926940639269,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,85.47945205479452,17.26027397260274,34.178082191780824,18445.0,10.421610504666983,-167.0,-0.8972705781216419,178935.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
198,51190,Bunbury,Western Australia,45.52511415525114,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,51.23287671232877,27.397260273972602,57.945205479452056,3903.0,11.04133073071374,8.0,0.20539152759948653,35730.0,,Selective investigation; prioritise based on local context and strategic fit.
199,15300,Moree Plains,New South Wales,45.4566210045662,Tier 5 — Lower Relative,Young High-Intensity Market,29.041095890410958,80.54794520547945,26.78082191780822,1759.0,13.657892693532107,-92.0,-4.970286331712588,12845.0,,Targeted junior engagement; validate demand and accessibility before scaling.
200,45090,Naracoorte Lucindale,South Australia,45.15981735159817,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,17.534246575342465,72.05479452054794,45.89041095890411,1158.0,12.93999329534026,-25.0,-2.113271344040575,8930.0,,Selective investigation; prioritise based on local context and strategic fit.
201,16400,Port Stephens,New South Wales,45.159817351598164,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,72.6027397260274,36.71232876712329,26.164383561643834,8998.0,11.382957190567756,-220.0,-2.386634844868735,80070.0,,Selective investigation; prioritise based on local context and strategic fit.
202,12900,Forbes,New South Wales,44.81735159817351,Tier 5 — Lower Relative,Young High-Intensity Market,19.726027397260275,81.0958904109589,33.630136986301366,1284.0,13.773868268611885,-59.0,-4.393149664929263,9301.0,,Targeted junior engagement; validate demand and accessibility before scaling.
203,26730,Warrnambool,Victoria,44.5662100456621,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,52.87671232876713,46.849315068493155,33.97260273972603,4205.0,11.713744498300741,-99.0,-2.300185873605948,36255.0,,Selective investigation; prioritise based on local context and strategic fit.
204,65410,Waratah-Wynyard,Tasmania,44.29223744292237,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,28.21917808219178,46.57534246575342,58.082191780821915,1743.0,11.704270749395649,5.0,0.28768699654775604,14916.0,,Selective investigation; prioritise based on local context and strategic fit.
